,Name,                HIP,Comment,                    RAh,RAm,RAs,DECsign,DECd,DEC’,DEC”,RA_degrees,DEC_degrees,V_mag,band,spectral_type,Planet,Teff,e_Teff,logg,e_logg,[Fe/H],e_feh,works,mass,e_mass
483,HD 007672           ,5951,Spectroscopic binary         ,1,16,36.288,-,2,30,1.326,19.1511993,-2.5003684,5.432, ,G5IIIe        , ,5063,86.071,3.15,0.15,-0.35,0.11,2,1.239,0.2885
484,HD 007693           ,5842,Double or multiple star      ,1,15,0.9927,-,68,49,8.075,18.7541351,-68.8189087,7.22, ,K2+Vk         , ,5038,85.646,4.66,0.12,0.19,0.11,2,0.839,0.038
485,HD 007727           ,5985,40 Cet                       ,1,16,59.0063,-,2,16,44.976,19.2458591,-2.27916,6.52, ,F8            , ,6086,85.204,4.33,0.09,0.1,0.09,3,1.152,0.0515
486,HD 007895           ,6130,Primary of wide pair         ,1,18,41.0995,-,0,52,3.24,19.6712475,-0.8675666,7.997, ,K1V           , ,5313,90.321,4.55,0.11,-0.01,0.11,2,0.861,0.038
487,HD 007895 B         ,0,Secondary of wide pair       ,1,18,40.183,-,0,52,27.56,19.667429,-0.8743222,10.695, ,K7            , ,4000,100,4.69,0.15,-0.07,0.15,1,0.568,0.0255
488,HD 007924           ,6379,                             ,1,21,59.1132,+,76,42,37.037,20.4963055,76.7102814,7.167, ,K0.5V         ,P,5142,51.42,4.53,0.07,-0.18,0.05,6,0.79,0.0235
489,HD 007927           ,6242,Star in double system        ,1,20,4.917,+,58,13,53.804,20.0204868,58.2316132,4.89, ,F0Ia          , ,7255,123.335,1.38,0.62,-0.16,0.11,2,2.706,0.3545
490,HD 007931           ,6116,                             ,1,18,32.2494,-,28,43,58.636,19.6343727,-28.732954,7.91, ,K0IV          , ,4823,85,3.14,0.11,0.09,0.11,2,1.144,0.2155
491,HD 007983           ,6159,                             ,1,18,59.9855,-,8,56,22.181,19.749939,-8.9394951,8.89, ,G2V           , ,5695,68.34,4.48,0.08,-0.64,0.07,4,0.802,0.031
492,HD 008038           ,6197,                             ,1,19,29.0635,-,24,57,4.351,19.8710976,-24.95121,8.41, ,G5V           , ,5665,56.65,4.43,0.06,0.16,0.05,5,1.017,0.031
493,HD 008049           ,6177,Pre-main sequence Star ?     ,1,19,14.862,-,43,37,47.413,19.811924,-43.629837,8.725, ,K2V           , ,4990,85,4.46,0.11,-0.11,0.11,2,0.771,0.032
494,HD 008117           ,6308,                             ,1,21,3.6651,+,25,9,30.158,20.2652702,25.1583767,7.88, ,F5            , ,6198,123.96,4.36,0.15,-0.44,0.15,1,1.005,0.0695
495,HD 008126           ,6315,HR 389                       ,1,21,7.3729,+,28,44,17.545,20.2807198,28.7382069,5.236, ,K5III         , ,4090,100,1.93,0.15,-0.04,0.15,1,1.067,0.161
496,HD 008207           ,6411,ksi And                      ,1,22,20.4198,+,45,31,43.6,20.585083,45.5287781,4.875, ,K0III         , ,4732,81,2.7,0.23,0.18,0.07,5,1.403,0.4985
497,HD 008250           ,6376,                             ,1,21,58.2972,+,12,36,14.999,20.4929047,12.604167,6.98, ,K0            , ,4926,100,3.3,0.15,0.14,0.15,1,1.232,0.2715
498,HD 008262           ,6405,                             ,1,22,17.8762,+,18,40,57.735,20.5744858,18.682703,6.96, ,G3V           , ,5747,97.699,4.41,0.11,-0.15,0.11,2,0.942,0.047
499,HD 008270           ,6322,                             ,1,21,9.9776,-,47,31,51.842,20.2915726,-47.5310669,8.82, ,F8IV          , ,6005,120.1,4.2,0.15,-0.43,0.15,1,0.958,0.0745
500,HD 008291           ,6407,                             ,1,22,18.7223,+,3,30,47.158,20.5780087,3.5130994,8.549, ,G5            , ,5796,69.552,4.48,0.07,-0.07,0.07,4,0.99,0.034
501,HD 008302           ,6416,                             ,1,22,23.426,+,5,15,4.978,20.5976086,5.2513828,7.48, ,F0            , ,6865,137.3,3.85,0.15,-0.43,0.15,1,1.517,0.1585
502,HD 008326           ,6390,Primary of wide pair         ,1,22,7.6129,-,26,53,35.171,20.5317192,-26.8931026,8.7, ,K2V           , ,4906,70,4.38,0.09,0.05,0.09,3,0.782,0.0285
503,HD 008328           ,6498,                             ,1,23,28.543,+,46,53,26.295,20.8689289,46.8906403,8.29, ,G5            , ,5817,116.34,4.19,0.15,0.36,0.15,1,1.156,0.0975
504,HD 008331           ,6442,                             ,1,22,43.4545,+,10,22,10.337,20.6810608,10.3695383,7.48, ,G5            , ,5695,113.9,4.05,0.15,-0.01,0.15,1,1.031,0.101
505,HD 008349           ,6425,                             ,1,22,27.6831,-,18,48,25.443,20.615345,-18.807066,8.66, ,K2/K3III      , ,4150,100,1.2,0.15,-0.2,0.15,1,1.103,0.2675
506,HD 008375           ,6512,                             ,1,23,37.4797,+,34,14,45.196,20.9061661,34.2458878,6.29, ,G8IV          , ,5207,104.14,3.66,0.15,0.03,0.15,1,1.179,0.206
507,HD 008376           ,0,                             ,1,23,28.2897,+,31,47,12.299,20.8678741,31.7867489,9.59, ,A0            , ,8600,172,3.7,0.15,-2.38,0.15,1,1.711,0.2335
508,HD 008389           ,6456,Primary of wide pair         ,1,23,2.6387,-,12,57,57.845,20.7609959,-12.9660683,7.84, ,K0VCN+2       , ,5261,58,4.41,0.07,0.44,0.08,7,0.939,0.0265
509,HD 008406           ,6455,                             ,1,23,0.8734,-,16,29,14.861,20.7536392,-16.4874611,7.93, ,G3V           , ,5731,57.31,4.49,0.05,-0.1,0.05,6,0.969,0.0285
510,HD 008407           ,6458,                             ,1,23,2.613,-,16,33,37.119,20.7608871,-16.5603104,7.76, ,G6/8III-IV    , ,4922,100,3.05,0.15,-0.15,0.15,1,1.103,0.2455
511,HD 008467           ,6575,                             ,1,24,27.9991,+,39,3,43.423,21.116663,39.0620613,8.39, ,G5            , ,5273,105.46,4.54,0.15,-0.16,0.15,1,0.822,0.0435
512,HD 008491           ,6692,Double or multiple star      ,1,25,56.0217,+,68,7,48.045,21.4834232,68.1300125,4.731, ,K0III         , ,4751,85,2.72,0.11,0.03,0.11,2,1.282,0.4095
513,HD 008508           ,6597,                             ,1,24,42.9403,+,36,3,50.052,21.1789169,36.0639038,7.89, ,G5            , ,4777,100,2.82,0.15,-0.05,0.15,1,1.116,0.2555
514,HD 008512           ,6537,tet Cet                      ,1,24,1.405,-,8,10,59.724,21.0058537,-8.1832571,3.6, ,K0III         , ,4756,93,2.63,0.24,-0.1,0.05,7,1.154,0.316
515,HD 008535           ,6511,                             ,1,23,37.2361,-,41,16,11.284,20.9051495,-41.2698021,7.72, ,G0V           ,P,6147,104.499,4.44,0.11,0.05,0.11,2,1.141,0.055
516,HD 008538           ,6686,del Cas                      ,1,25,48.9514,+,60,14,7.022,21.4539642,60.2352829,2.68, ,A5III-IVv     , ,7776,155.52,3.41,0.15,-0.16,0.15,1,2.41,0.2845
517,HD 008553           ,8553,                             ,1,24,53.944,+,18,29,59.754,21.2247677,18.4999313,8.49, ,K0            , ,5053,101.06,4.48,0.15,-0.01,0.15,1,0.803,0.041
518,HD 008554           ,0,blue straggler candidate     ,1,24,42.3041,+,7,0,5.229,21.1762676,7.0014524,9.557, ,F0            , ,6780,135.6,4,0.15,-1.57,0.15,1,0.958,0.071
519,HD 008570           ,0,                             ,1,26,10.0114,+,62,7,6.135,21.5417137,62.1183701,8.84, ,F5Iab..       , ,7114,120.938,1.81,0.11,0,0.11,2,-1,-1
520,HD 008574           ,6643,                             ,1,25,12.5155,+,28,34,0.101,21.3021469,28.5666962,6.983, ,F8            ,P,6069,60.69,4.26,0.12,0,0.05,12,1.131,0.051
521,HD 008594           ,6682,                             ,1,25,41.5634,+,44,47,11.538,21.4231815,44.7865372,7.25, ,K0            , ,4799,100,3.07,0.15,0.1,0.15,1,1.109,0.216
522,HD 008599           ,6605,                             ,1,24,48.6809,-,2,50,54.924,21.202837,-2.8485899,6.167, ,G8III         , ,4870,72,2.86,0.29,-0.2,0.09,3,1.106,0.256
523,HD 008634           ,6669,Spectroscopic binary         ,1,25,35.678,+,23,30,41.47,21.3986588,23.5115204,6.192, ,F5III         , ,6446,128.92,3.87,0.15,-0.21,0.15,1,1.399,0.157
524,HD 008638           ,6607,                             ,1,24,49.207,-,27,50,20.564,21.2050285,-27.8390465,8.36, ,G6V           , ,5493,54.93,4.48,0.06,-0.38,0.05,10,0.82,0.0265
525,HD 008648           ,6653,                             ,1,25,20.1062,+,1,27,39.075,21.3337746,1.4608542,7.393, ,G5            , ,5822,58.22,4.32,0.06,0.17,0.06,5,1.081,0.04
526,HD 008651           ,6592,                             ,1,24,40.7865,-,41,29,33.175,21.1699429,-41.4925499,5.427, ,K0III C       , ,4708,100,2.67,0.15,-0.18,0.15,1,1.079,0.2165
527,HD 008671           ,6711,                             ,1,26,18.686,+,43,27,27.861,21.5778599,43.4577408,5.985, ,F7V           , ,6170,65,3.94,0.06,-0.22,0.07,5,1.238,0.0645
528,HD 008673           ,6702,                             ,1,26,8.7849,+,34,34,46.921,21.5366039,34.5797005,6.31, ,F7V           ,B,6397,89.558,4.33,0.12,0.15,0.09,3,1.285,0.057
529,HD 008676           ,6647,Li-rich 3.55                 ,1,25,18.2211,-,14,59,38.902,21.3259201,-14.9941397,7.77, ,K0III         , ,4860,100,2.95,0.15,0.02,0.15,1,1.21,0.333
530,HD 008705           ,6670,46 Cet                       ,1,25,37.2349,-,14,35,55.667,21.4051456,-14.5987959,4.918, ,K2III         , ,4336,85,2.33,0.11,-0.21,0.11,2,1.005,0.106
531,HD 008724           ,6710,                             ,1,26,17.5949,+,17,7,35.122,21.5733128,17.1264229,8.34, ,KIIvw         , ,4613,102,1.43,0.24,-1.72,0.12,12,0.9,0.154
532,HD 008733           ,6714,                             ,1,26,23.5967,+,20,4,14.895,21.59832,20.0708046,6.445, ,K0            , ,4932,100,2.7,0.15,0.02,0.15,1,2.451,0.675
533,HD 008763           ,6732,94 Psc                       ,1,26,41.6784,+,19,14,25.519,21.6736622,19.2404213,5.505, ,K1III         , ,4656,51,2.57,0.26,0,0.05,5,1.145,0.288
534,HD 008765           ,6712,                             ,1,26,19.1771,-,4,40,26.682,21.5799065,-4.674078,8.14, ,G6V           , ,5611,95.387,4.31,0.11,0.17,0.11,2,0.994,0.056
535,HD 008779           ,6717,                             ,1,26,27.3475,-,0,23,56.522,21.6139488,-0.3990339,6.432, ,K0IV          , ,4325,100,1.8,0.15,-0.4,0.15,1,1.045,0.209
536,HD 008828           ,6762,                             ,1,27,1.5472,-,0,9,27.303,21.7564468,-0.1575842,7.93, ,G5V           , ,5401,54.01,4.5,0.07,-0.12,0.06,5,0.861,0.0285
537,HD 008859           ,6744,                             ,1,26,49.2454,-,29,28,29.884,21.7051907,-29.474968,8.41, ,G5V           , ,5520,77.28,4.44,0.09,-0.06,0.09,3,0.901,0.036
538,HD 008890           ,11767,delta Cep type               ,2,31,49.0837,+,89,15,50.794,37.9545174,89.2641068,2.005, ,F7:Ib-IIvar   , ,6058,86,1.79,0.31,0.07,0.07,4,2.917,0.1145
539,HD 008906           ,6927,                             ,1,29,15.3076,+,60,2,8.397,22.3137817,60.0356636,7.128, ,F3Ib          , ,6732,114.444,1.53,0.11,-0.01,0.11,2,-1,-1
540,HD 008907           ,6878,                             ,1,28,34.3602,+,42,16,3.688,22.1431675,42.2676926,6.66, ,F8            , ,6238,106.046,4.36,0.11,0.02,0.11,2,1.173,0.0575
541,HD 008912           ,6795,                             ,1,27,27.2129,-,25,56,12.859,21.8633881,-25.9369049,9.15, ,K0V           , ,5217,73.038,4.47,0.09,-0.03,0.09,3,0.832,0.0305
542,HD 008930           ,6833,                             ,1,27,55.5641,-,1,59,29.367,21.9815178,-1.9914908,8.59, ,G5            , ,5687,113.74,4.52,0.15,-0.23,0.15,1,0.902,0.054
543,HD 008941           ,6869,                             ,1,28,24.3622,+,17,4,45.332,22.1015091,17.0792599,6.6, ,F8IV-V        , ,6226,124.52,4.05,0.15,0.19,0.15,1,1.329,0.137
544,HD 008949           ,6868,HR 426                       ,1,28,22.9147,+,7,57,40.871,22.0954781,7.9613528,6.214, ,K1III         , ,4718,70,2.64,0.19,0.15,0.12,3,1.417,0.5355
545,HD 008985           ,6854,                             ,1,28,7.3109,-,28,3,4.522,22.0304642,-28.0512562,7.73, ,F6/F7V        , ,6473,129.46,4.96,0.15,-0.01,0.15,1,1.198,0.066
546,HD 008992           ,6985,                             ,1,29,53.9352,+,58,45,44.873,22.4747295,58.7624664,7.81, ,F6Ib          , ,6217,105.689,1.66,0.11,0.03,0.11,2,-1,-1
547,HD 008997           ,6917,RS CVn type Spec binary      ,1,29,4.8969,+,21,43,23.402,22.2704048,21.7231674,7.704, ,K2.5V         , ,4944,116,4.42,0.11,-0.17,0.11,2,0.76,0.0355
548,HD 008997 secondary ,6917,RS CVn type Spec binary      ,1,29,4.8969,+,21,43,23.402,22.2704048,21.7231674,7.704, ,K2.5V         , ,4525,100,4.74,0.15,0.02,0.15,1,0.682,0.0345
549,HD 009051           ,6894,                             ,1,28,46.5019,-,24,20,25.438,22.193758,-24.3404007,8.945, ,KIIvw         , ,4949,100,2.3,0.15,-1.57,0.15,1,0.898,0.1495
550,HD 009054           ,6856,Pre-main sequence Star ?     ,1,28,8.6605,-,52,38,19.143,22.0360851,-52.6386528,9.29, ,K1V           , ,5012,85.204,4.43,0.11,-0.1,0.11,2,0.781,0.032
551,HD 009057           ,6999,49 And                       ,1,30,6.1025,+,47,0,26.185,22.5254269,47.0072746,5.269, ,G9III         , ,4948,60,2.75,0.17,0.07,0.07,4,2.628,0.433
552,HD 009070           ,6978,                             ,1,29,51.3651,+,31,0,26.407,22.4640217,31.0073357,7.944, ,G5            , ,5656,96.152,4.41,0.11,0.33,0.11,2,1.05,0.0495
553,HD 009091           ,6975,                             ,1,29,48.6531,+,23,41,25.589,22.4527206,23.6904411,7.623, ,F8            , ,5870,82.18,4.26,0.09,-0.33,0.09,3,0.941,0.046
554,HD 009138           ,7007,98 Psc                       ,1,30,11.1151,+,6,8,37.754,22.5463123,6.1438203,4.842, ,K4III         , ,4218,178,1.99,0.11,-0.3,0.11,2,1.043,0.183
555,HD 009156           ,7014,                             ,1,30,18.7223,+,11,5,27.233,22.5780087,11.0908976,8.42, ,K0            , ,4972,100,2.9,0.15,0.01,0.15,1,1.996,0.6185
556,HD 009174           ,6993,                             ,1,30,0.9804,-,19,36,14.597,22.5040836,-19.6040554,8.37, ,G8IV          , ,5615,95.455,4.1,0.11,0.37,0.11,2,1.115,0.0855
557,HD 009195           ,6949,                             ,1,29,28.6343,-,51,30,6.754,22.3693104,-51.5018768,7.699, ,G8IV/V        , ,5024,85.408,3.4,0.11,-0.48,0.11,2,0.959,0.1065
558,HD 009218           ,7008,                             ,1,30,13.8717,-,28,51,55.573,22.5577984,-28.8654366,7.95, ,K0III         , ,4809,100,3.02,0.15,-0.02,0.15,1,1.081,0.2005
559,HD 009224           ,7090,                             ,1,31,19.5245,+,29,24,47.119,22.8313503,29.4130878,7.31, ,G0V           , ,5843,116.86,4.24,0.15,0,0.15,1,1.03,0.0765
560,HD 009233           ,0,                             ,1,32,16.676,+,59,9,10.15,23.0694828,59.1528206,8.027, ,A4Iab         , ,7750,155,1,0.15,-0.21,0.15,1,-1,-1
561,HD 009246           ,7018,                             ,1,30,24.9645,-,29,15,31.949,22.6040192,-29.2588749,9.43, ,K2.5V         , ,4988,85,4.51,0.11,-0.54,0.11,2,0.692,0.0305
562,HD 009269           ,7123,                             ,1,31,46.6717,+,30,37,29.146,22.9444656,30.6247635,8.07, ,K0IIIv        , ,4779,100,2.55,0.15,-0.22,0.15,1,1.203,0.391
563,HD 009270           ,7097,Double or multiple star      ,1,31,29.0094,+,15,20,44.963,22.8708725,15.3458223,3.633, ,G7IIa         , ,4958,85,2.53,0.27,-0.04,0.11,2,2.57,0.6125
564,HD 009280           ,7080,                             ,1,31,13.9464,-,10,53,47.55,22.8081093,-10.8965416,8.035, ,G5            , ,5727,80.178,4.26,0.12,0.37,0.09,3,1.12,0.0625
565,HD 009313           ,7134,                             ,1,31,54.8575,+,16,2,49.046,22.9785728,16.046957,7.81, ,G5            , ,4919,100,3.43,0.15,0.07,0.15,1,1.119,0.184
566,HD 009331           ,7221,                             ,1,33,2.1686,+,53,2,1.522,23.2590351,53.0337563,8.409, ,G5            , ,5560,94.52,4.38,0.11,0.2,0.11,2,0.982,0.0515
567,HD 009356           ,7149,RR Cet                       ,1,32,8.173,+,1,20,30.234,23.0340538,1.3417317,9.15, ,F0            , ,6650,133,2.2,0.15,-1.35,0.15,1,3.04,0.0255
568,HD 009362           ,7083,del Phe                      ,1,31,15.1046,-,49,4,21.728,22.8129349,-49.0727005,3.949, ,G9III         , ,4767,85,2.52,0.11,-0.31,0.11,2,1.199,0.38
569,HD 009366           ,7253,                             ,1,33,26.3448,+,54,56,41.527,23.3597698,54.94487,6.9, ,K3Ib          , ,4141,100,0.68,0.15,0.01,0.15,1,1.625,0.349
570,HD 009377           ,7118,                             ,1,31,43.2485,-,30,16,59.085,22.9302006,-30.2830791,5.802, ,K0III         , ,4820,100,2.74,0.15,-0.06,0.15,1,1.206,0.3845
571,HD 009407           ,7339,                             ,1,34,33.2643,+,68,56,53.288,23.6385994,68.9481354,6.53, ,G6.5V         , ,5664,56.64,4.44,0.05,0.03,0.05,5,0.971,0.028
572,HD 009408           ,7294,39 Cas                       ,1,33,55.8769,+,59,13,55.345,23.4828205,59.2320404,4.692, ,G9IIIb        , ,4798,58,2.47,0.26,-0.27,0.05,7,1.279,0.482
573,HD 009416           ,7252,                             ,1,33,26.1805,+,42,19,39.531,23.3590851,42.3276482,8.57, ,G5III         , ,4987,100,2.65,0.15,-0.16,0.15,1,2.409,0.665
574,HD 009424           ,7091,                             ,1,31,22.1684,-,58,43,11.614,22.8423672,-58.7198944,9.171, ,G8V           , ,5363,64.356,4.38,0.07,0.12,0.08,4,0.894,0.0325
575,HD 009430           ,7217,                             ,1,32,57.6005,+,23,41,44.446,23.2400017,23.6956787,9.036, ,G5            , ,5655,79.17,4.32,0.09,-0.4,0.09,3,0.853,0.0345
576,HD 009446           ,7245,                             ,1,33,20.1848,+,29,15,54.538,23.3341026,29.2651501,8.35, ,G5V           ,P,5797,57.97,4.51,0.05,0.1,0.05,5,1.04,0.0295
577,HD 009468           ,7106,                             ,1,31,33.7874,-,59,35,33.126,22.8907795,-59.5925331,7.98, ,F5V           , ,6386,127.72,4.23,0.15,-0.45,0.15,1,1.083,0.084
578,HD 009472           ,7244,                             ,1,33,19.0262,+,23,58,32.05,23.3292751,23.9755707,7.63, ,G0            , ,5788,81.032,4.57,0.09,-0.01,0.09,3,1,0.038
579,HD 009518 A         ,0,                             ,1,35,1.5171,+,60,46,45.34,23.756319,60.7792625,8.55, ,F6V           , ,6152,123.04,3.94,0.15,0.12,0.15,1,1.386,0.153
580,HD 009519           ,0,                             ,1,34,17.1452,+,42,22,50.023,23.5714378,42.3805618,7.9, ,K2            , ,4307,100,2.36,0.15,-0.15,0.15,1,1.036,0.1315
581,HD 009540           ,7235,                             ,1,33,15.8094,-,24,10,40.655,23.3158722,-24.1779594,6.963, ,K0V           , ,5440,92.48,4.55,0.11,-0.05,0.11,2,0.882,0.0405
582,HD 009549           ,0,                             ,1,34,37.838,+,45,35,44.39,23.6576576,45.5956612,8.71, ,F5Ia          , ,7046,140.92,3.89,0.15,0.28,0.15,1,1.985,0.231
583,HD 009554           ,7236,                             ,1,33,15.8801,-,25,40,1.868,23.3161659,-25.6671848,8.35, ,G8III         , ,4839,100,2.81,0.15,-0.08,0.15,1,1.173,0.336
584,HD 009562           ,7276,                             ,1,33,42.8353,-,7,1,31.236,23.4284782,-7.0253434,5.76, ,G1V           , ,5914,73,4.11,0.11,0.23,0.05,12,1.228,0.0825
585,HD 009578           ,7240,                             ,1,33,17.1446,-,38,14,42.059,23.3214359,-38.245018,8.2, ,G1V           ,P,6046,84.644,4.48,0.09,0.11,0.09,3,1.121,0.045
586,HD 009595           ,7312,                             ,1,34,7.5952,+,2,26,46.726,23.5316448,2.4463129,8.902, ,G0            , ,5930,118.6,4.06,0.15,0.17,0.15,1,1.179,0.126
587,HD 009608           ,7237,                             ,1,33,16.1007,-,47,18,21.84,23.3170853,-47.3060646,8.196, ,G0/G1V        , ,5954,119.08,4.43,0.15,-0.26,0.15,1,0.973,0.0635
588,HD 009625           ,7320,                             ,1,34,16.3402,-,6,16,21.358,23.5680828,-6.2725997,8.38, ,K0III         , ,4945,100,2.89,0.15,0.09,0.15,1,2.01,0.6175
589,HD 009670           ,7357,                             ,1,34,48.8653,+,0,56,41.161,23.7036037,0.9447669,6.921, ,F8V           , ,6056,72.672,4.26,0.07,-0.27,0.07,4,1.033,0.044
590,HD 009672           ,7345,                             ,1,34,37.7788,-,15,40,34.897,23.6574116,-15.6763601,5.618, ,A1V           , ,8898,151.266,4.19,0.11,-0.22,0.11,2,1.904,0.109
591,HD 009712           ,7444,                             ,1,35,52.5749,+,41,4,35.106,23.9690609,41.076416,6.39, ,K1III         , ,4754,100,3.05,0.15,-0.12,0.15,1,1.03,0.1365
592,HD 009731           ,7363,Star in double system        ,1,34,51.5708,-,23,41,58.853,23.7148781,-23.6996803,6.408, ,K2III         , ,4350,100,1.8,0.15,-0.48,0.15,1,1.03,0.202
593,HD 009746           ,7493,Li-rich 3.44                 ,1,36,27.1998,+,48,43,21.994,24.1133327,48.7227783,5.922, ,K1III:        , ,4425,100,2.3,0.15,-0.05,0.15,1,1.098,0.2225
